,Survey wave (calendar quarter),Equivalent financial quarter,Site ID,Location,Survey date,Weather,Time,Period,Direction,Start hour,Start minute,Number of private cycles,Number of cycle hire bikes,Total cycles,date
2841,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,8,4,12,2019-09-18 12:15:00
2842,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,9,0,9,2019-09-18 12:30:00
2843,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,4,2,6,2019-09-18 12:45:00
2844,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,3,2,5,2019-09-18 13:00:00
2845,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,44,0,44,2019-09-18 13:15:00
2846,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,6,1,7,2019-09-18 13:30:00
2847,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,5,0,5,2019-09-18 13:45:00
2848,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,4,4,8,2019-09-18 14:00:00
2849,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,3,2,5,2019-09-18 14:15:00
2850,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,5,2,7,2019-09-18 14:30:00
2851,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,10,1,11,2019-09-18 14:45:00
2852,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,4,3,7,2019-09-18 15:00:00
2853,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,5,1,6,2019-09-18 15:15:00
2854,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,4,2,6,2019-09-18 15:30:00
2855,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,10,0,10,2019-09-18 15:45:00
2856,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,16:00:00,PM peak (16:00-19:00),Northbound,16,0,8,1,9,2019-09-18 16:00:00
2857,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,16:15:00,PM peak (16:00-19:00),Northbound,16,15,14,4,18,2019-09-18 16:15:00
2858,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,16:30:00,PM peak (16:00-19:00),Northbound,16,30,15,5,20,2019-09-18 16:30:00
2859,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,16:45:00,PM peak (16:00-19:00),Northbound,16,45,18,2,20,2019-09-18 16:45:00
2860,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,17:00:00,PM peak (16:00-19:00),Northbound,17,0,23,4,27,2019-09-18 17:00:00
2861,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,17:15:00,PM peak (16:00-19:00),Northbound,17,15,31,8,39,2019-09-18 17:15:00
2862,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,17:30:00,PM peak (16:00-19:00),Northbound,17,30,43,12,55,2019-09-18 17:30:00
2863,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,17:45:00,PM peak (16:00-19:00),Northbound,17,45,41,14,55,2019-09-18 17:45:00
2864,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,18:00:00,PM peak (16:00-19:00),Northbound,18,0,35,10,45,2019-09-18 18:00:00
2865,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,18:15:00,PM peak (16:00-19:00),Northbound,18,15,38,12,50,2019-09-18 18:15:00
2866,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,18:30:00,PM peak (16:00-19:00),Northbound,18,30,26,6,32,2019-09-18 18:30:00
2867,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,18:45:00,PM peak (16:00-19:00),Northbound,18,45,21,4,25,2019-09-18 18:45:00
2868,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,19:00:00,Evening (19:00-22:00),Northbound,19,0,24,3,27,2019-09-18 19:00:00
2869,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,19:15:00,Evening (19:00-22:00),Northbound,19,15,14,5,19,2019-09-18 19:15:00
2870,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,19:30:00,Evening (19:00-22:00),Northbound,19,30,11,4,15,2019-09-18 19:30:00
2871,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,19:45:00,Evening (19:00-22:00),Northbound,19,45,14,2,16,2019-09-18 19:45:00
2872,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,20:00:00,Evening (19:00-22:00),Northbound,20,0,8,2,10,2019-09-18 20:00:00
2873,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,20:15:00,Evening (19:00-22:00),Northbound,20,15,5,3,8,2019-09-18 20:15:00
2874,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,20:30:00,Evening (19:00-22:00),Northbound,20,30,4,2,6,2019-09-18 20:30:00
2875,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,20:45:00,Evening (19:00-22:00),Northbound,20,45,6,0,6,2019-09-18 20:45:00
2876,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,21:00:00,Evening (19:00-22:00),Northbound,21,0,2,1,3,2019-09-18 21:00:00
2877,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,21:15:00,Evening (19:00-22:00),Northbound,21,15,1,3,4,2019-09-18 21:15:00
2878,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,21:30:00,Evening (19:00-22:00),Northbound,21,30,2,1,3,2019-09-18 21:30:00
2879,2019 Q3 (July-September),2019-20 Q2,CENCY001,Millbank (south of Thorney Street),2019-09-18,Dry,21:45:00,Evening (19:00-22:00),Northbound,21,45,2,0,2,2019-09-18 21:45:00
2944,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,06:00:00,Early Morning (06:00-07:00),Northbound,6,0,6,0,6,2019-11-20 06:00:00
2945,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,06:15:00,Early Morning (06:00-07:00),Northbound,6,15,18,0,18,2019-11-20 06:15:00
2946,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,06:30:00,Early Morning (06:00-07:00),Northbound,6,30,33,1,34,2019-11-20 06:30:00
2947,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,06:45:00,Early Morning (06:00-07:00),Northbound,6,45,59,2,61,2019-11-20 06:45:00
2948,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,07:00:00,AM peak (07:00-10:00),Northbound,7,0,62,4,66,2019-11-20 07:00:00
2949,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,07:15:00,AM peak (07:00-10:00),Northbound,7,15,115,6,121,2019-11-20 07:15:00
2950,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,07:30:00,AM peak (07:00-10:00),Northbound,7,30,133,5,138,2019-11-20 07:30:00
2951,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,07:45:00,AM peak (07:00-10:00),Northbound,7,45,153,3,156,2019-11-20 07:45:00
2952,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,08:00:00,AM peak (07:00-10:00),Northbound,8,0,202,7,209,2019-11-20 08:00:00
2953,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,08:15:00,AM peak (07:00-10:00),Northbound,8,15,231,9,240,2019-11-20 08:15:00
2954,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,08:30:00,AM peak (07:00-10:00),Northbound,8,30,131,5,136,2019-11-20 08:30:00
2955,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,08:45:00,AM peak (07:00-10:00),Northbound,8,45,108,6,114,2019-11-20 08:45:00
2956,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,09:00:00,AM peak (07:00-10:00),Northbound,9,0,101,3,104,2019-11-20 09:00:00
2957,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,09:15:00,AM peak (07:00-10:00),Northbound,9,15,63,1,64,2019-11-20 09:15:00
2958,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,09:30:00,AM peak (07:00-10:00),Northbound,9,30,38,2,40,2019-11-20 09:30:00
2959,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,09:45:00,AM peak (07:00-10:00),Northbound,9,45,26,2,28,2019-11-20 09:45:00
2960,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,21,0,21,2019-11-20 10:00:00
2961,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,18,1,19,2019-11-20 10:15:00
2962,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,15,3,18,2019-11-20 10:30:00
2963,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,25,0,25,2019-11-20 10:45:00
2964,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,21,0,21,2019-11-20 11:00:00
2965,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,18,1,19,2019-11-20 11:15:00
2966,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,12,0,12,2019-11-20 11:30:00
2967,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,21,1,22,2019-11-20 11:45:00
2968,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,16,6,22,2019-11-20 12:00:00
2969,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,14,4,18,2019-11-20 12:15:00
2970,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,10,2,12,2019-11-20 12:30:00
2971,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,16,0,16,2019-11-20 12:45:00
2972,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,13,1,14,2019-11-20 13:00:00
2973,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,11,3,14,2019-11-20 13:15:00
2974,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,9,1,10,2019-11-20 13:30:00
2975,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,9,1,10,2019-11-20 13:45:00
2976,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,6,1,7,2019-11-20 14:00:00
2977,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,8,2,10,2019-11-20 14:15:00
2978,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,5,3,8,2019-11-20 14:30:00
2979,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,9,2,11,2019-11-20 14:45:00
2980,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,12,2,14,2019-11-20 15:00:00
2981,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,8,1,9,2019-11-20 15:15:00
2982,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,13,2,15,2019-11-20 15:30:00
2983,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,15,4,19,2019-11-20 15:45:00
2984,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,16:00:00,PM peak (16:00-19:00),Northbound,16,0,19,2,21,2019-11-20 16:00:00
2985,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,16:15:00,PM peak (16:00-19:00),Northbound,16,15,25,3,28,2019-11-20 16:15:00
2986,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,16:30:00,PM peak (16:00-19:00),Northbound,16,30,19,1,20,2019-11-20 16:30:00
2987,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,16:45:00,PM peak (16:00-19:00),Northbound,16,45,17,3,20,2019-11-20 16:45:00
2988,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,17:00:00,PM peak (16:00-19:00),Northbound,17,0,15,2,17,2019-11-20 17:00:00
2989,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,17:15:00,PM peak (16:00-19:00),Northbound,17,15,18,3,21,2019-11-20 17:15:00
2990,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,17:30:00,PM peak (16:00-19:00),Northbound,17,30,16,2,18,2019-11-20 17:30:00
2991,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,17:45:00,PM peak (16:00-19:00),Northbound,17,45,19,2,21,2019-11-20 17:45:00
2992,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,18:00:00,PM peak (16:00-19:00),Northbound,18,0,24,1,25,2019-11-20 18:00:00
2993,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,18:15:00,PM peak (16:00-19:00),Northbound,18,15,26,4,30,2019-11-20 18:15:00
2994,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,18:30:00,PM peak (16:00-19:00),Northbound,18,30,18,2,20,2019-11-20 18:30:00
2995,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,18:45:00,PM peak (16:00-19:00),Northbound,18,45,14,4,18,2019-11-20 18:45:00
2996,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,19:00:00,Evening (19:00-22:00),Northbound,19,0,12,3,15,2019-11-20 19:00:00
2997,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,19:15:00,Evening (19:00-22:00),Northbound,19,15,14,3,17,2019-11-20 19:15:00
2998,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,19:30:00,Evening (19:00-22:00),Northbound,19,30,10,1,11,2019-11-20 19:30:00
2999,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,19:45:00,Evening (19:00-22:00),Northbound,19,45,12,0,12,2019-11-20 19:45:00
3000,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,20:00:00,Evening (19:00-22:00),Northbound,20,0,9,0,9,2019-11-20 20:00:00
3001,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,20:15:00,Evening (19:00-22:00),Northbound,20,15,8,1,9,2019-11-20 20:15:00
3002,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,20:30:00,Evening (19:00-22:00),Northbound,20,30,7,0,7,2019-11-20 20:30:00
3003,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,20:45:00,Evening (19:00-22:00),Northbound,20,45,6,0,6,2019-11-20 20:45:00
3004,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,21:00:00,Evening (19:00-22:00),Northbound,21,0,4,1,5,2019-11-20 21:00:00
3005,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,21:15:00,Evening (19:00-22:00),Northbound,21,15,2,0,2,2019-11-20 21:15:00
3006,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,21:30:00,Evening (19:00-22:00),Northbound,21,30,5,0,5,2019-11-20 21:30:00
3007,2019 Q4 (October-December),2019-20 Q3,CENCY001,Millbank (south of Thorney Street),2019-11-20,,21:45:00,Evening (19:00-22:00),Northbound,21,45,3,0,3,2019-11-20 21:45:00
3072,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,06:00:00,Early Morning (06:00-07:00),Northbound,6,0,10,0,10,2020-03-03 06:00:00
3073,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,06:15:00,Early Morning (06:00-07:00),Northbound,6,15,17,1,18,2020-03-03 06:15:00
3074,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,06:30:00,Early Morning (06:00-07:00),Northbound,6,30,22,2,24,2020-03-03 06:30:00
3075,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,06:45:00,Early Morning (06:00-07:00),Northbound,6,45,40,0,40,2020-03-03 06:45:00
3076,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,07:00:00,AM peak (07:00-10:00),Northbound,7,0,65,0,65,2020-03-03 07:00:00
3077,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,07:15:00,AM peak (07:00-10:00),Northbound,7,15,96,7,103,2020-03-03 07:15:00
3078,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,07:30:00,AM peak (07:00-10:00),Northbound,7,30,104,6,110,2020-03-03 07:30:00
3079,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,07:45:00,AM peak (07:00-10:00),Northbound,7,45,140,5,145,2020-03-03 07:45:00
3080,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,08:00:00,AM peak (07:00-10:00),Northbound,8,0,204,14,218,2020-03-03 08:00:00
3081,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,08:15:00,AM peak (07:00-10:00),Northbound,8,15,257,21,278,2020-03-03 08:15:00
3082,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,08:30:00,AM peak (07:00-10:00),Northbound,8,30,291,16,307,2020-03-03 08:30:00
3083,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,08:45:00,AM peak (07:00-10:00),Northbound,8,45,263,24,287,2020-03-03 08:45:00
3084,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,09:00:00,AM peak (07:00-10:00),Northbound,9,0,149,12,161,2020-03-03 09:00:00
3085,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,09:15:00,AM peak (07:00-10:00),Northbound,9,15,164,10,174,2020-03-03 09:15:00
3086,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,09:30:00,AM peak (07:00-10:00),Northbound,9,30,72,6,78,2020-03-03 09:30:00
3087,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,09:45:00,AM peak (07:00-10:00),Northbound,9,45,56,8,64,2020-03-03 09:45:00
3088,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,19,1,20,2020-03-03 10:00:00
3089,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,13,0,13,2020-03-03 10:15:00
3090,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,10,0,10,2020-03-03 10:30:00
3091,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,11,0,11,2020-03-03 10:45:00
3092,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,9,2,11,2020-03-03 11:00:00
3093,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,10,0,10,2020-03-03 11:15:00
3094,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,13,1,14,2020-03-03 11:30:00
3095,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,2,1,3,2020-03-03 11:45:00
3096,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,10,2,12,2020-03-03 12:00:00
3097,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,6,1,7,2020-03-03 12:15:00
3098,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,10,2,12,2020-03-03 12:30:00
3099,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,11,0,11,2020-03-03 12:45:00
3100,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,7,2,9,2020-03-03 13:00:00
3101,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,11,1,12,2020-03-03 13:15:00
3102,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,10,1,11,2020-03-03 13:30:00
3103,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,10,0,10,2020-03-03 13:45:00
3104,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,8,2,10,2020-03-03 14:00:00
3105,2020 Q1 (January-March),2019-20 Q4,CENCY001,Millbank (south of Thorney Street),2020-03-03,Dry,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,9,1,10,2020-03-03 14:15:00
